"국가(대륙)별","상품군별","판매유형별","시점",데이터
"유럽연합(EU)","의류 및 패션 관련상품","면세점 이외","2020.1/4",807
"유럽연합(EU)","의류 및 패션 관련상품","면세점 이외","2020.2/4",1765
"유럽연합(EU)","의류 및 패션 관련상품","면세점 이외","2020.3/4",1276
"유럽연합(EU)","의류 및 패션 관련상품","면세점 이외","2020.4/4",1272
"유럽연합(EU)","의류 및 패션 관련상품","면세점 이외","2021.1/4",1496
"유럽연합(EU)","의류 및 패션 관련상품","면세점 이외","2021.2/4",1992
"유럽연합(EU)","의류 및 패션 관련상품","면세점 이외","2021.3/4",1321
"유럽연합(EU)","의류 및 패션 관련상품","면세점 이외","2021.4/4",1406
"유럽연합(EU)","의류 및 패션 관련상품","면세점 이외","2022.1/4",1579
"유럽연합(EU)","의류 및 패션 관련상품","면세점 이외","2022.2/4 p)",2094
"유럽연합(EU)","스포츠·레저용품","면세점 이외","2017.1/4",177
"유럽연합(EU)","스포츠·레저용품","면세점 이외","2017.2/4",153
"유럽연합(EU)","스포츠·레저용품","면세점 이외","2017.3/4",107
"유럽연합(EU)","스포츠·레저용품","면세점 이외","2017.4/4",200
"유럽연합(EU)","스포츠·레저용품","면세점 이외","2018.1/4",233
"유럽연합(EU)","스포츠·레저용품","면세점 이외","2018.2/4",198
"유럽연합(EU)","스포츠·레저용품","면세점 이외","2018.3/4",173
"유럽연합(EU)","스포츠·레저용품","면세점 이외","2018.4/4",204
"유럽연합(EU)","스포츠·레저용품","면세점 이외","2019.1/4",215
"유럽연합(EU)","스포츠·레저용품","면세점 이외","2019.2/4",192
"유럽연합(EU)","스포츠·레저용품","면세점 이외","2019.3/4",805
"유럽연합(EU)","스포츠·레저용품","면세점 이외","2019.4/4",212
"유럽연합(EU)","스포츠·레저용품","면세점 이외","2020.1/4",211
"유럽연합(EU)","스포츠·레저용품","면세점 이외","2020.2/4",192
"유럽연합(EU)","스포츠·레저용품","면세점 이외","2020.3/4",418
"유럽연합(EU)","스포츠·레저용품","면세점 이외","2020.4/4",476
"유럽연합(EU)","스포츠·레저용품","면세점 이외","2021.1/4",452
"유럽연합(EU)","스포츠·레저용품","면세점 이외","2021.2/4",201
"유럽연합(EU)","스포츠·레저용품","면세점 이외","2021.3/4",279
"유럽연합(EU)","스포츠·레저용품","면세점 이외","2021.4/4",362
"유럽연합(EU)","스포츠·레저용품","면세점 이외","2022.1/4",300
"유럽연합(EU)","스포츠·레저용품","면세점 이외","2022.2/4 p)",15
"유럽연합(EU)","화장품","면세점 이외","2017.1/4",2362
"유럽연합(EU)","화장품","면세점 이외","2017.2/4",2292
"유럽연합(EU)","화장품","면세점 이외","2017.3/4",1925
"유럽연합(EU)","화장품","면세점 이외","2017.4/4",2510
"유럽연합(EU)","화장품","면세점 이외","2018.1/4",3022
"유럽연합(EU)","화장품","면세점 이외","2018.2/4",2744
"유럽연합(EU)","화장품","면세점 이외","2018.3/4",2503
"유럽연합(EU)","화장품","면세점 이외","2018.4/4",2922
"유럽연합(EU)","화장품","면세점 이외","2019.1/4",3131
"유럽연합(EU)","화장품","면세점 이외","2019.2/4",3051
"유럽연합(EU)","화장품","면세점 이외","2019.3/4",1891
"유럽연합(EU)","화장품","면세점 이외","2019.4/4",3733
"유럽연합(EU)","화장품","면세점 이외","2020.1/4",2825
"유럽연합(EU)","화장품","면세점 이외","2020.2/4",1651
"유럽연합(EU)","화장품","면세점 이외","2020.3/4",1538
"유럽연합(EU)","화장품","면세점 이외","2020.4/4",1510
"유럽연합(EU)","화장품","면세점 이외","2021.1/4",1434
"유럽연합(EU)","화장품","면세점 이외","2021.2/4",1303
"유럽연합(EU)","화장품","면세점 이외","2021.3/4",775
"유럽연합(EU)","화장품","면세점 이외","2021.4/4",518
"유럽연합(EU)","화장품","면세점 이외","2022.1/4",210
"유럽연합(EU)","화장품","면세점 이외","2022.2/4 p)",391
"유럽연합(EU)","아동·유아용품","면세점 이외","2017.1/4",316
"유럽연합(EU)","아동·유아용품","면세점 이외","2017.2/4",259
"유럽연합(EU)","아동·유아용품","면세점 이외","2017.3/4",275
"유럽연합(EU)","아동·유아용품","면세점 이외","2017.4/4",343
"유럽연합(EU)","아동·유아용품","면세점 이외","2018.1/4",347
"유럽연합(EU)","아동·유아용품","면세점 이외","2018.2/4",292
"유럽연합(EU)","아동·유아용품","면세점 이외","2018.3/4",287
"유럽연합(EU)","아동·유아용품","면세점 이외","2018.4/4",374
"유럽연합(EU)","아동·유아용품","면세점 이외","2019.1/4",329
"유럽연합(EU)","아동·유아용품","면세점 이외","2019.2/4",312
"유럽연합(EU)","아동·유아용품","면세점 이외","2019.3/4",195
"유럽연합(EU)","아동·유아용품","면세점 이외","2019.4/4",417
"유럽연합(EU)","아동·유아용품","면세점 이외","2020.1/4",367
"유럽연합(EU)","아동·유아용품","면세점 이외","2020.2/4",316
"유럽연합(EU)","아동·유아용품","면세점 이외","2020.3/4",284
"유럽연합(EU)","아동·유아용품","면세점 이외","2020.4/4",387
"유럽연합(EU)","아동·유아용품","면세점 이외","2021.1/4",587
"유럽연합(EU)","아동·유아용품","면세점 이외","2021.2/4",440
"유럽연합(EU)","아동·유아용품","면세점 이외","2021.3/4",393
"유럽연합(EU)","아동·유아용품","면세점 이외","2021.4/4",132
"유럽연합(EU)","아동·유아용품","면세점 이외","2022.1/4",7
"유럽연합(EU)","아동·유아용품","면세점 이외","2022.2/4 p)",6
"유럽연합(EU)","음·식료품","면세점 이외","2017.1/4",20
"유럽연합(EU)","음·식료품","면세점 이외","2017.2/4",19
"유럽연합(EU)","음·식료품","면세점 이외","2017.3/4",15
"유럽연합(EU)","음·식료품","면세점 이외","2017.4/4",36
"유럽연합(EU)","음·식료품","면세점 이외","2018.1/4",27
"유럽연합(EU)","음·식료품","면세점 이외","2018.2/4",18
"유럽연합(EU)","음·식료품","면세점 이외","2018.3/4",14
"유럽연합(EU)","음·식료품","면세점 이외","2018.4/4",21
"유럽연합(EU)","음·식료품","면세점 이외","2019.1/4",18
"유럽연합(EU)","음·식료품","면세점 이외","2019.2/4",12
"유럽연합(EU)","음·식료품","면세점 이외","2019.3/4",8
"유럽연합(EU)","음·식료품","면세점 이외","2019.4/4",14
"유럽연합(EU)","음·식료품","면세점 이외","2020.1/4",378
"유럽연합(EU)","음·식료품","면세점 이외","2020.2/4",19
"유럽연합(EU)","음·식료품","면세점 이외","2020.3/4",10
"유럽연합(EU)","음·식료품","면세점 이외","2020.4/4",16
"유럽연합(EU)","음·식료품","면세점 이외","2021.1/4",14
"유럽연합(EU)","음·식료품","면세점 이외","2021.2/4",15
"유럽연합(EU)","음·식료품","면세점 이외","2021.3/4",10
"유럽연합(EU)","음·식료품","면세점 이외","2021.4/4",6
"유럽연합(EU)","음·식료품","면세점 이외","2022.1/4",3
"유럽연합(EU)","음·식료품","면세점 이외","2022.2/4 p)",5
"유럽연합(EU)","농축수산물","면세점 이외","2017.1/4",0
"유럽연합(EU)","농축수산물","면세점 이외","2017.2/4",0
"유럽연합(EU)","농축수산물","면세점 이외","2017.3/4",3
"유럽연합(EU)","농축수산물","면세점 이외","2017.4/4",0
"유럽연합(EU)","농축수산물","면세점 이외","2018.1/4",0
"유럽연합(EU)","농축수산물","면세점 이외","2018.2/4",0
"유럽연합(EU)","농축수산물","면세점 이외","2018.3/4",0
"유럽연합(EU)","농축수산물","면세점 이외","2018.4/4",0
"유럽연합(EU)","농축수산물","면세점 이외","2019.1/4",0
"유럽연합(EU)","농축수산물","면세점 이외","2019.2/4",0
"유럽연합(EU)","농축수산물","면세점 이외","2019.3/4",0
"유럽연합(EU)","농축수산물","면세점 이외","2019.4/4",0
"유럽연합(EU)","농축수산물","면세점 이외","2020.1/4",0
"유럽연합(EU)","농축수산물","면세점 이외","2020.2/4",0
"유럽연합(EU)","농축수산물","면세점 이외","2020.3/4",0
"유럽연합(EU)","농축수산물","면세점 이외","2020.4/4",0
"유럽연합(EU)","농축수산물","면세점 이외","2021.1/4",0
"유럽연합(EU)","농축수산물","면세점 이외","2021.2/4",0
"유럽연합(EU)","농축수산물","면세점 이외","2021.3/4",0
"유럽연합(EU)","농축수산물","면세점 이외","2021.4/4",0
"유럽연합(EU)","농축수산물","면세점 이외","2022.1/4",0
"유럽연합(EU)","농축수산물","면세점 이외","2022.2/4 p)",0
"유럽연합(EU)","생활용품 및 자동차용품","면세점 이외","2017.1/4",733
"유럽연합(EU)","생활용품 및 자동차용품","면세점 이외","2017.2/4",697
"유럽연합(EU)","생활용품 및 자동차용품","면세점 이외","2017.3/4",544
"유럽연합(EU)","생활용품 및 자동차용품","면세점 이외","2017.4/4",654
"유럽연합(EU)","생활용품 및 자동차용품","면세점 이외","2018.1/4",739
"유럽연합(EU)","생활용품 및 자동차용품","면세점 이외","2018.2/4",639
"유럽연합(EU)","생활용품 및 자동차용품","면세점 이외","2018.3/4",610
"유럽연합(EU)","생활용품 및 자동차용품","면세점 이외","2018.4/4",637
"유럽연합(EU)","생활용품 및 자동차용품","면세점 이외","2019.1/4",665
"유럽연합(EU)","생활용품 및 자동차용품","면세점 이외","2019.2/4",622
"유럽연합(EU)","생활용품 및 자동차용품","면세점 이외","2019.3/4",383
"유럽연합(EU)","생활용품 및 자동차용품","면세점 이외","2019.4/4",845
"유럽연합(EU)","생활용품 및 자동차용품","면세점 이외","2020.1/4",694
"유럽연합(EU)","생활용품 및 자동차용품","면세점 이외","2020.2/4",632
"유럽연합(EU)","생활용품 및 자동차용품","면세점 이외","2020.3/4",637
"유럽연합(EU)","생활용품 및 자동차용품","면세점 이외","2020.4/4",597
"유럽연합(EU)","생활용품 및 자동차용품","면세점 이외","2021.1/4",661
"유럽연합(EU)","생활용품 및 자동차용품","면세점 이외","2021.2/4",586
"유럽연합(EU)","생활용품 및 자동차용품","면세점 이외","2021.3/4",464
"유럽연합(EU)","생활용품 및 자동차용품","면세점 이외","2021.4/4",198
"유럽연합(EU)","생활용품 및 자동차용품","면세점 이외","2022.1/4",11
"유럽연합(EU)","생활용품 및 자동차용품","면세점 이외","2022.2/4 p)",8
"유럽연합(EU)","기 타","면세점 이외","2017.1/4",731
"유럽연합(EU)","기 타","면세점 이외","2017.2/4",762
"유럽연합(EU)","기 타","면세점 이외","2017.3/4",718
"유럽연합(EU)","기 타","면세점 이외","2017.4/4",863
"유럽연합(EU)","기 타","면세점 이외","2018.1/4",1121
"유럽연합(EU)","기 타","면세점 이외","2018.2/4",811
"유럽연합(EU)","기 타","면세점 이외","2018.3/4",760
"유럽연합(EU)","기 타","면세점 이외","2018.4/4",1057
"유럽연합(EU)","기 타","면세점 이외","2019.1/4",922
"유럽연합(EU)","기 타","면세점 이외","2019.2/4",926
"유럽연합(EU)","기 타","면세점 이외","2019.3/4",536
"유럽연합(EU)","기 타","면세점 이외","2019.4/4",914
"유럽연합(EU)","기 타","면세점 이외","2020.1/4",978
"유럽연합(EU)","기 타","면세점 이외","2020.2/4",905
"유럽연합(EU)","기 타","면세점 이외","2020.3/4",984
"유럽연합(EU)","기 타","면세점 이외","2020.4/4",1040
"유럽연합(EU)","기 타","면세점 이외","2021.1/4",1473
"유럽연합(EU)","기 타","면세점 이외","2021.2/4",1072
"유럽연합(EU)","기 타","면세점 이외","2021.3/4",979
"유럽연합(EU)","기 타","면세점 이외","2021.4/4",361
"유럽연합(EU)","기 타","면세점 이외","2022.1/4",50
"유럽연합(EU)","기 타","면세점 이외","2022.2/4 p)",75
"중동","컴퓨터 및 주변기기","면세점 이외","2017.1/4",93
"중동","컴퓨터 및 주변기기","면세점 이외","2017.2/4",71
"중동","컴퓨터 및 주변기기","면세점 이외","2017.3/4",79
"중동","컴퓨터 및 주변기기","면세점 이외","2017.4/4",301
"중동","컴퓨터 및 주변기기","면세점 이외","2018.1/4",48
"중동","컴퓨터 및 주변기기","면세점 이외","2018.2/4",58
"중동","컴퓨터 및 주변기기","면세점 이외","2018.3/4",67
"중동","컴퓨터 및 주변기기","면세점 이외","2018.4/4",77
"중동","컴퓨터 및 주변기기","면세점 이외","2019.1/4",98
"중동","컴퓨터 및 주변기기","면세점 이외","2019.2/4",96
"중동","컴퓨터 및 주변기기","면세점 이외","2019.3/4",62
"중동","컴퓨터 및 주변기기","면세점 이외","2019.4/4",79
"중동","컴퓨터 및 주변기기","면세점 이외","2020.1/4",61
"중동","컴퓨터 및 주변기기","면세점 이외","2020.2/4",107
"중동","컴퓨터 및 주변기기","면세점 이외","2020.3/4",139
"중동","컴퓨터 및 주변기기","면세점 이외","2020.4/4",81
"중동","컴퓨터 및 주변기기","면세점 이외","2021.1/4",51
"중동","컴퓨터 및 주변기기","면세점 이외","2021.2/4",90
"중동","컴퓨터 및 주변기기","면세점 이외","2021.3/4",72
"중동","컴퓨터 및 주변기기","면세점 이외","2021.4/4",24
"중동","컴퓨터 및 주변기기","면세점 이외","2022.1/4",1
"중동","컴퓨터 및 주변기기","면세점 이외","2022.2/4 p)",5
"중동","가전·전자·통신기기","면세점 이외","2017.1/4",351
"중동","가전·전자·통신기기","면세점 이외","2017.2/4",338
"중동","가전·전자·통신기기","면세점 이외","2017.3/4",313
"중동","가전·전자·통신기기","면세점 이외","2017.4/4",262
"중동","가전·전자·통신기기","면세점 이외","2018.1/4",172
"중동","가전·전자·통신기기","면세점 이외","2018.2/4",153
"중동","가전·전자·통신기기","면세점 이외","2018.3/4",181
"중동","가전·전자·통신기기","면세점 이외","2018.4/4",193
"중동","가전·전자·통신기기","면세점 이외","2019.1/4",155
"중동","가전·전자·통신기기","면세점 이외","2019.2/4",155
"중동","가전·전자·통신기기","면세점 이외","2019.3/4",168
"중동","가전·전자·통신기기","면세점 이외","2019.4/4",356
"중동","가전·전자·통신기기","면세점 이외","2020.1/4",182
"중동","가전·전자·통신기기","면세점 이외","2020.2/4",190
"중동","가전·전자·통신기기","면세점 이외","2020.3/4",272
"중동","가전·전자·통신기기","면세점 이외","2020.4/4",195
"중동","가전·전자·통신기기","면세점 이외","2021.1/4",154
"중동","가전·전자·통신기기","면세점 이외","2021.2/4",92
"중동","가전·전자·통신기기","면세점 이외","2021.3/4",95
"중동","가전·전자·통신기기","면세점 이외","2021.4/4",54
"중동","가전·전자·통신기기","면세점 이외","2022.1/4",0
"중동","가전·전자·통신기기","면세점 이외","2022.2/4 p)",1
"중동","소프트웨어","면세점 이외","2017.1/4",2
"중동","소프트웨어","면세점 이외","2017.2/4",1
"중동","소프트웨어","면세점 이외","2017.3/4",3
"중동","소프트웨어","면세점 이외","2017.4/4",8
"중동","소프트웨어","면세점 이외","2018.1/4",3
"중동","소프트웨어","면세점 이외","2018.2/4",7
"중동","소프트웨어","면세점 이외","2018.3/4",22
"중동","소프트웨어","면세점 이외","2018.4/4",4
"중동","소프트웨어","면세점 이외","2019.1/4",4
"중동","소프트웨어","면세점 이외","2019.2/4",12
"중동","소프트웨어","면세점 이외","2019.3/4",3
"중동","소프트웨어","면세점 이외","2019.4/4",1
"중동","소프트웨어","면세점 이외","2020.1/4",2
"중동","소프트웨어","면세점 이외","2020.2/4",3
"중동","소프트웨어","면세점 이외","2020.3/4",8
"중동","소프트웨어","면세점 이외","2020.4/4",4
"중동","소프트웨어","면세점 이외","2021.1/4",2
"중동","소프트웨어","면세점 이외","2021.2/4",2
"중동","소프트웨어","면세점 이외","2021.3/4",1
"중동","소프트웨어","면세점 이외","2021.4/4",0
"중동","소프트웨어","면세점 이외","2022.1/4",0
"중동","소프트웨어","면세점 이외","2022.2/4 p)",0
"중동","서 적","면세점 이외","2017.1/4",23
"중동","서 적","면세점 이외","2017.2/4",23
"중동","서 적","면세점 이외","2017.3/4",43
"중동","서 적","면세점 이외","2017.4/4",42
"중동","서 적","면세점 이외","2018.1/4",43
"중동","서 적","면세점 이외","2018.2/4",60
"중동","서 적","면세점 이외","2018.3/4",58
"중동","서 적","면세점 이외","2018.4/4",72
"중동","서 적","면세점 이외","2019.1/4",58
"중동","서 적","면세점 이외","2019.2/4",81
"중동","서 적","면세점 이외","2019.3/4",55
"중동","서 적","면세점 이외","2019.4/4",100
"중동","서 적","면세점 이외","2020.1/4",98
"중동","서 적","면세점 이외","2020.2/4",11
"중동","서 적","면세점 이외","2020.3/4",9
"중동","서 적","면세점 이외","2020.4/4",21
"중동","서 적","면세점 이외","2021.1/4",33
"중동","서 적","면세점 이외","2021.2/4",25
"중동","서 적","면세점 이외","2021.3/4",39
"중동","서 적","면세점 이외","2021.4/4",45
"중동","서 적","면세점 이외","2022.1/4",34
"중동","서 적","면세점 이외","2022.2/4 p)",52
"중동","사무·문구","면세점 이외","2017.1/4",3
"중동","사무·문구","면세점 이외","2017.2/4",2
"중동","사무·문구","면세점 이외","2017.3/4",1
"중동","사무·문구","면세점 이외","2017.4/4",2
"중동","사무·문구","면세점 이외","2018.1/4",3
"중동","사무·문구","면세점 이외","2018.2/4",1
"중동","사무·문구","면세점 이외","2018.3/4",0
"중동","사무·문구","면세점 이외","2018.4/4",3
"중동","사무·문구","면세점 이외","2019.1/4",1
"중동","사무·문구","면세점 이외","2019.2/4",1
"중동","사무·문구","면세점 이외","2019.3/4",2
"중동","사무·문구","면세점 이외","2019.4/4",0
"중동","사무·문구","면세점 이외","2020.1/4",1
"중동","사무·문구","면세점 이외","2020.2/4",1
"중동","사무·문구","면세점 이외","2020.3/4",2
"중동","사무·문구","면세점 이외","2020.4/4",0
"중동","사무·문구","면세점 이외","2021.1/4",2
"중동","사무·문구","면세점 이외","2021.2/4",0
"중동","사무·문구","면세점 이외","2021.3/4",3
"중동","사무·문구","면세점 이외","2021.4/4",0
"중동","사무·문구","면세점 이외","2022.1/4",2
"중동","사무·문구","면세점 이외","2022.2/4 p)",3
"중동","음반·비디오·악기","면세점 이외","2017.1/4",76
"중동","음반·비디오·악기","면세점 이외","2017.2/4",67
"중동","음반·비디오·악기","면세점 이외","2017.3/4",140
"중동","음반·비디오·악기","면세점 이외","2017.4/4",115
"중동","음반·비디오·악기","면세점 이외","2018.1/4",104
"중동","음반·비디오·악기","면세점 이외","2018.2/4",161
"중동","음반·비디오·악기","면세점 이외","2018.3/4",247
"중동","음반·비디오·악기","면세점 이외","2018.4/4",272
"중동","음반·비디오·악기","면세점 이외","2019.1/4",206
"중동","음반·비디오·악기","면세점 이외","2019.2/4",314
"중동","음반·비디오·악기","면세점 이외","2019.3/4",227
"중동","음반·비디오·악기","면세점 이외","2019.4/4",360
"중동","음반·비디오·악기","면세점 이외","2020.1/4",496
"중동","음반·비디오·악기","면세점 이외","2020.2/4",710
"중동","음반·비디오·악기","면세점 이외","2020.3/4",870
"중동","음반·비디오·악기","면세점 이외","2020.4/4",1174
"중동","음반·비디오·악기","면세점 이외","2021.1/4",326
"중동","음반·비디오·악기","면세점 이외","2021.2/4",352
"중동","음반·비디오·악기","면세점 이외","2021.3/4",367
"중동","음반·비디오·악기","면세점 이외","2021.4/4",311
"중동","음반·비디오·악기","면세점 이외","2022.1/4",211
"중동","음반·비디오·악기","면세점 이외","2022.2/4 p)",353
"중동","의류 및 패션 관련상품","면세점 이외","2017.1/4",196
"중동","의류 및 패션 관련상품","면세점 이외","2017.2/4",186
"중동","의류 및 패션 관련상품","면세점 이외","2017.3/4",174
"중동","의류 및 패션 관련상품","면세점 이외","2017.4/4",216
"중동","의류 및 패션 관련상품","면세점 이외","2018.1/4",198
"중동","의류 및 패션 관련상품","면세점 이외","2018.2/4",232
"중동","의류 및 패션 관련상품","면세점 이외","2018.3/4",222
"중동","의류 및 패션 관련상품","면세점 이외","2018.4/4",224
"중동","의류 및 패션 관련상품","면세점 이외","2019.1/4",210
"중동","의류 및 패션 관련상품","면세점 이외","2019.2/4",321
"중동","의류 및 패션 관련상품","면세점 이외","2019.3/4",169
"중동","의류 및 패션 관련상품","면세점 이외","2019.4/4",251
"중동","의류 및 패션 관련상품","면세점 이외","2020.1/4",259
"중동","의류 및 패션 관련상품","면세점 이외","2020.2/4",553
"중동","의류 및 패션 관련상품","면세점 이외","2020.3/4",559
"중동","의류 및 패션 관련상품","면세점 이외","2020.4/4",405
"중동","의류 및 패션 관련상품","면세점 이외","2021.1/4",412
"중동","의류 및 패션 관련상품","면세점 이외","2021.2/4",358
"중동","의류 및 패션 관련상품","면세점 이외","2021.3/4",419
"중동","의류 및 패션 관련상품","면세점 이외","2021.4/4",273
"중동","의류 및 패션 관련상품","면세점 이외","2022.1/4",184
"중동","의류 및 패션 관련상품","면세점 이외","2022.2/4 p)",252
"중동","스포츠·레저용품","면세점 이외","2017.1/4",45
"중동","스포츠·레저용품","면세점 이외","2017.2/4",52
"중동","스포츠·레저용품","면세점 이외","2017.3/4",50
"중동","스포츠·레저용품","면세점 이외","2017.4/4",46
"중동","스포츠·레저용품","면세점 이외","2018.1/4",49
"중동","스포츠·레저용품","면세점 이외","2018.2/4",41
"중동","스포츠·레저용품","면세점 이외","2018.3/4",45
"중동","스포츠·레저용품","면세점 이외","2018.4/4",72
"중동","스포츠·레저용품","면세점 이외","2019.1/4",49
"중동","스포츠·레저용품","면세점 이외","2019.2/4",46
"중동","스포츠·레저용품","면세점 이외","2019.3/4",34
"중동","스포츠·레저용품","면세점 이외","2019.4/4",51
"중동","스포츠·레저용품","면세점 이외","2020.1/4",47
"중동","스포츠·레저용품","면세점 이외","2020.2/4",42
"중동","스포츠·레저용품","면세점 이외","2020.3/4",59
"중동","스포츠·레저용품","면세점 이외","2020.4/4",48
"중동","스포츠·레저용품","면세점 이외","2021.1/4",35
"중동","스포츠·레저용품","면세점 이외","2021.2/4",36
"중동","스포츠·레저용품","면세점 이외","2021.3/4",35
"중동","스포츠·레저용품","면세점 이외","2021.4/4",16
"중동","스포츠·레저용품","면세점 이외","2022.1/4",2
"중동","스포츠·레저용품","면세점 이외","2022.2/4 p)",0
"중동","화장품","면세점 이외","2017.1/4",575
"중동","화장품","면세점 이외","2017.2/4",572
"중동","화장품","면세점 이외","2017.3/4",578
"중동","화장품","면세점 이외","2017.4/4",608
"중동","화장품","면세점 이외","2018.1/4",659
"중동","화장품","면세점 이외","2018.2/4",718
"중동","화장품","면세점 이외","2018.3/4",688
"중동","화장품","면세점 이외","2018.4/4",800
"중동","화장품","면세점 이외","2019.1/4",790
"중동","화장품","면세점 이외","2019.2/4",873
"중동","화장품","면세점 이외","2019.3/4",602
"중동","화장품","면세점 이외","2019.4/4",1134
"중동","화장품","면세점 이외","2020.1/4",671
"중동","화장품","면세점 이외","2020.2/4",534
"중동","화장품","면세점 이외","2020.3/4",543
"중동","화장품","면세점 이외","2020.4/4",469
"중동","화장품","면세점 이외","2021.1/4",421
"중동","화장품","면세점 이외","2021.2/4",376
"중동","화장품","면세점 이외","2021.3/4",381
"중동","화장품","면세점 이외","2021.4/4",216
"중동","화장품","면세점 이외","2022.1/4",92
"중동","화장품","면세점 이외","2022.2/4 p)",159
"중동","아동·유아용품","면세점 이외","2017.1/4",49
"중동","아동·유아용품","면세점 이외","2017.2/4",42
"중동","아동·유아용품","면세점 이외","2017.3/4",61
"중동","아동·유아용품","면세점 이외","2017.4/4",77
"중동","아동·유아용품","면세점 이외","2018.1/4",59
"중동","아동·유아용품","면세점 이외","2018.2/4",62
"중동","아동·유아용품","면세점 이외","2018.3/4",54
"중동","아동·유아용품","면세점 이외","2018.4/4",47
"중동","아동·유아용품","면세점 이외","2019.1/4",35
"중동","아동·유아용품","면세점 이외","2019.2/4",44
"중동","아동·유아용품","면세점 이외","2019.3/4",32
"중동","아동·유아용품","면세점 이외","2019.4/4",45
"중동","아동·유아용품","면세점 이외","2020.1/4",35
"중동","아동·유아용품","면세점 이외","2020.2/4",32
"중동","아동·유아용품","면세점 이외","2020.3/4",28
"중동","아동·유아용품","면세점 이외","2020.4/4",26
"중동","아동·유아용품","면세점 이외","2021.1/4",24
"중동","아동·유아용품","면세점 이외","2021.2/4",23
"중동","아동·유아용품","면세점 이외","2021.3/4",20
"중동","아동·유아용품","면세점 이외","2021.4/4",9
"중동","아동·유아용품","면세점 이외","2022.1/4",1
"중동","아동·유아용품","면세점 이외","2022.2/4 p)",0
"중동","음·식료품","면세점 이외","2017.1/4",7
"중동","음·식료품","면세점 이외","2017.2/4",4
"중동","음·식료품","면세점 이외","2017.3/4",4
"중동","음·식료품","면세점 이외","2017.4/4",3
"중동","음·식료품","면세점 이외","2018.1/4",3
"중동","음·식료품","면세점 이외","2018.2/4",4
"중동","음·식료품","면세점 이외","2018.3/4",4
"중동","음·식료품","면세점 이외","2018.4/4",6
"중동","음·식료품","면세점 이외","2019.1/4",7
"중동","음·식료품","면세점 이외","2019.2/4",7
"중동","음·식료품","면세점 이외","2019.3/4",5
"중동","음·식료품","면세점 이외","2019.4/4",8
"중동","음·식료품","면세점 이외","2020.1/4",921
"중동","음·식료품","면세점 이외","2020.2/4",2
"중동","음·식료품","면세점 이외","2020.3/4",0
"중동","음·식료품","면세점 이외","2020.4/4",4
"중동","음·식료품","면세점 이외","2021.1/4",2
"중동","음·식료품","면세점 이외","2021.2/4",4
"중동","음·식료품","면세점 이외","2021.3/4",1
"중동","음·식료품","면세점 이외","2021.4/4",0
"중동","음·식료품","면세점 이외","2022.1/4",1
"중동","음·식료품","면세점 이외","2022.2/4 p)",2
"중동","농축수산물","면세점 이외","2017.1/4",0
"중동","농축수산물","면세점 이외","2017.2/4",0
"중동","농축수산물","면세점 이외","2017.3/4",0
"중동","농축수산물","면세점 이외","2017.4/4",0
"중동","농축수산물","면세점 이외","2018.1/4",0
"중동","농축수산물","면세점 이외","2018.2/4",0
"중동","농축수산물","면세점 이외","2018.3/4",0
"중동","농축수산물","면세점 이외","2018.4/4",0
"중동","농축수산물","면세점 이외","2019.1/4",0
"중동","농축수산물","면세점 이외","2019.2/4",0
"중동","농축수산물","면세점 이외","2019.3/4",0
"중동","농축수산물","면세점 이외","2019.4/4",0
"중동","농축수산물","면세점 이외","2020.1/4",0
"중동","농축수산물","면세점 이외","2020.2/4",0
"중동","농축수산물","면세점 이외","2020.3/4",0
"중동","농축수산물","면세점 이외","2020.4/4",0
"중동","농축수산물","면세점 이외","2021.1/4",0
"중동","농축수산물","면세점 이외","2021.2/4",0
"중동","농축수산물","면세점 이외","2021.3/4",0
"중동","농축수산물","면세점 이외","2021.4/4",0
"중동","농축수산물","면세점 이외","2022.1/4",0
"중동","농축수산물","면세점 이외","2022.2/4 p)",0
"중동","생활용품 및 자동차용품","면세점 이외","2017.1/4",358
"중동","생활용품 및 자동차용품","면세점 이외","2017.2/4",320
"중동","생활용품 및 자동차용품","면세점 이외","2017.3/4",302
"중동","생활용품 및 자동차용품","면세점 이외","2017.4/4",660
"중동","생활용품 및 자동차용품","면세점 이외","2018.1/4",261
"중동","생활용품 및 자동차용품","면세점 이외","2018.2/4",272
"중동","생활용품 및 자동차용품","면세점 이외","2018.3/4",270
"중동","생활용품 및 자동차용품","면세점 이외","2018.4/4",620
"중동","생활용품 및 자동차용품","면세점 이외","2019.1/4",532
"중동","생활용품 및 자동차용품","면세점 이외","2019.2/4",366
"중동","생활용품 및 자동차용품","면세점 이외","2019.3/4",399
"중동","생활용품 및 자동차용품","면세점 이외","2019.4/4",275
"중동","생활용품 및 자동차용품","면세점 이외","2020.1/4",379
"중동","생활용품 및 자동차용품","면세점 이외","2020.2/4",223
"중동","생활용품 및 자동차용품","면세점 이외","2020.3/4",245
"중동","생활용품 및 자동차용품","면세점 이외","2020.4/4",213
"중동","생활용품 및 자동차용품","면세점 이외","2021.1/4",191
"중동","생활용품 및 자동차용품","면세점 이외","2021.2/4",149
"중동","생활용품 및 자동차용품","면세점 이외","2021.3/4",135
"중동","생활용품 및 자동차용품","면세점 이외","2021.4/4",60
"중동","생활용품 및 자동차용품","면세점 이외","2022.1/4",2
"중동","생활용품 및 자동차용품","면세점 이외","2022.2/4 p)",2
