"국가(대륙)별","상품군별","판매유형별","시점",데이터
"기타","서 적","면세점 이외","2022.1/4",631
"기타","서 적","면세점 이외","2022.2/4 p)",265
"기타","사무·문구","면세점 이외","2017.1/4",35
"기타","사무·문구","면세점 이외","2017.2/4",36
"기타","사무·문구","면세점 이외","2017.3/4",26
"기타","사무·문구","면세점 이외","2017.4/4",29
"기타","사무·문구","면세점 이외","2018.1/4",33
"기타","사무·문구","면세점 이외","2018.2/4",30
"기타","사무·문구","면세점 이외","2018.3/4",26
"기타","사무·문구","면세점 이외","2018.4/4",30
"기타","사무·문구","면세점 이외","2019.1/4",32
"기타","사무·문구","면세점 이외","2019.2/4",25
"기타","사무·문구","면세점 이외","2019.3/4",16
"기타","사무·문구","면세점 이외","2019.4/4",22
"기타","사무·문구","면세점 이외","2020.1/4",45
"기타","사무·문구","면세점 이외","2020.2/4",78
"기타","사무·문구","면세점 이외","2020.3/4",32
"기타","사무·문구","면세점 이외","2020.4/4",32
"기타","사무·문구","면세점 이외","2021.1/4",16
"기타","사무·문구","면세점 이외","2021.2/4",27
"기타","사무·문구","면세점 이외","2021.3/4",60
"기타","사무·문구","면세점 이외","2021.4/4",39
"기타","사무·문구","면세점 이외","2022.1/4",46
"기타","사무·문구","면세점 이외","2022.2/4 p)",38
"기타","음반·비디오·악기","면세점 이외","2017.1/4",248
"기타","음반·비디오·악기","면세점 이외","2017.2/4",175
"기타","음반·비디오·악기","면세점 이외","2017.3/4",252
"기타","음반·비디오·악기","면세점 이외","2017.4/4",252
"기타","음반·비디오·악기","면세점 이외","2018.1/4",328
"기타","음반·비디오·악기","면세점 이외","2018.2/4",300
"기타","음반·비디오·악기","면세점 이외","2018.3/4",327
"기타","음반·비디오·악기","면세점 이외","2018.4/4",320
"기타","음반·비디오·악기","면세점 이외","2019.1/4",307
"기타","음반·비디오·악기","면세점 이외","2019.2/4",372
"기타","음반·비디오·악기","면세점 이외","2019.3/4",244
"기타","음반·비디오·악기","면세점 이외","2019.4/4",336
"기타","음반·비디오·악기","면세점 이외","2020.1/4",354
"기타","음반·비디오·악기","면세점 이외","2020.2/4",275
"기타","음반·비디오·악기","면세점 이외","2020.3/4",299
"기타","음반·비디오·악기","면세점 이외","2020.4/4",482
"기타","음반·비디오·악기","면세점 이외","2021.1/4",3837
"기타","음반·비디오·악기","면세점 이외","2021.2/4",8108
"기타","음반·비디오·악기","면세점 이외","2021.3/4",4476
"기타","음반·비디오·악기","면세점 이외","2021.4/4",3186
"기타","음반·비디오·악기","면세점 이외","2022.1/4",1600
"기타","음반·비디오·악기","면세점 이외","2022.2/4 p)",1188
"기타","의류 및 패션 관련상품","면세점 이외","2017.1/4",795
"기타","의류 및 패션 관련상품","면세점 이외","2017.2/4",692
"기타","의류 및 패션 관련상품","면세점 이외","2017.3/4",1222
"기타","의류 및 패션 관련상품","면세점 이외","2017.4/4",681
"기타","의류 및 패션 관련상품","면세점 이외","2018.1/4",990
"기타","의류 및 패션 관련상품","면세점 이외","2018.2/4",1018
"기타","의류 및 패션 관련상품","면세점 이외","2018.3/4",880
"기타","의류 및 패션 관련상품","면세점 이외","2018.4/4",1307
"기타","의류 및 패션 관련상품","면세점 이외","2019.1/4",1294
"기타","의류 및 패션 관련상품","면세점 이외","2019.2/4",1559
"기타","의류 및 패션 관련상품","면세점 이외","2019.3/4",1046
"기타","의류 및 패션 관련상품","면세점 이외","2019.4/4",1472
"기타","의류 및 패션 관련상품","면세점 이외","2020.1/4",1177
"기타","의류 및 패션 관련상품","면세점 이외","2020.2/4",1871
"기타","의류 및 패션 관련상품","면세점 이외","2020.3/4",1777
"기타","의류 및 패션 관련상품","면세점 이외","2020.4/4",1676
"기타","의류 및 패션 관련상품","면세점 이외","2021.1/4",1795
"기타","의류 및 패션 관련상품","면세점 이외","2021.2/4",2539
"기타","의류 및 패션 관련상품","면세점 이외","2021.3/4",2100
"기타","의류 및 패션 관련상품","면세점 이외","2021.4/4",1989
"기타","의류 및 패션 관련상품","면세점 이외","2022.1/4",2024
"기타","의류 및 패션 관련상품","면세점 이외","2022.2/4 p)",2021
"기타","스포츠·레저용품","면세점 이외","2017.1/4",128
"기타","스포츠·레저용품","면세점 이외","2017.2/4",112
"기타","스포츠·레저용품","면세점 이외","2017.3/4",100
"기타","스포츠·레저용품","면세점 이외","2017.4/4",124
"기타","스포츠·레저용품","면세점 이외","2018.1/4",184
"기타","스포츠·레저용품","면세점 이외","2018.2/4",165
"기타","스포츠·레저용품","면세점 이외","2018.3/4",124
"기타","스포츠·레저용품","면세점 이외","2018.4/4",131
"기타","스포츠·레저용품","면세점 이외","2019.1/4",154
"기타","스포츠·레저용품","면세점 이외","2019.2/4",143
"기타","스포츠·레저용품","면세점 이외","2019.3/4",93
"기타","스포츠·레저용품","면세점 이외","2019.4/4",132
"기타","스포츠·레저용품","면세점 이외","2020.1/4",103
"기타","스포츠·레저용품","면세점 이외","2020.2/4",143
"기타","스포츠·레저용품","면세점 이외","2020.3/4",218
"기타","스포츠·레저용품","면세점 이외","2020.4/4",291
"기타","스포츠·레저용품","면세점 이외","2021.1/4",296
"기타","스포츠·레저용품","면세점 이외","2021.2/4",150
"기타","스포츠·레저용품","면세점 이외","2021.3/4",138
"기타","스포츠·레저용품","면세점 이외","2021.4/4",241
"기타","스포츠·레저용품","면세점 이외","2022.1/4",180
"기타","스포츠·레저용품","면세점 이외","2022.2/4 p)",83
"기타","화장품","면세점 이외","2017.1/4",2093
"기타","화장품","면세점 이외","2017.2/4",1976
"기타","화장품","면세점 이외","2017.3/4",17232
"기타","화장품","면세점 이외","2017.4/4",1884
"기타","화장품","면세점 이외","2018.1/4",2598
"기타","화장품","면세점 이외","2018.2/4",2415
"기타","화장품","면세점 이외","2018.3/4",2089
"기타","화장품","면세점 이외","2018.4/4",3381
"기타","화장품","면세점 이외","2019.1/4",3998
"기타","화장품","면세점 이외","2019.2/4",4168
"기타","화장품","면세점 이외","2019.3/4",3200
"기타","화장품","면세점 이외","2019.4/4",4802
"기타","화장품","면세점 이외","2020.1/4",10022
"기타","화장품","면세점 이외","2020.2/4",1709
"기타","화장품","면세점 이외","2020.3/4",2374
"기타","화장품","면세점 이외","2020.4/4",1467
"기타","화장품","면세점 이외","2021.1/4",1339
"기타","화장품","면세점 이외","2021.2/4",1361
"기타","화장품","면세점 이외","2021.3/4",1161
"기타","화장품","면세점 이외","2021.4/4",1540
"기타","화장품","면세점 이외","2022.1/4",1409
"기타","화장품","면세점 이외","2022.2/4 p)",602
"기타","아동·유아용품","면세점 이외","2017.1/4",175
"기타","아동·유아용품","면세점 이외","2017.2/4",126
"기타","아동·유아용품","면세점 이외","2017.3/4",128
"기타","아동·유아용품","면세점 이외","2017.4/4",171
"기타","아동·유아용품","면세점 이외","2018.1/4",169
"기타","아동·유아용품","면세점 이외","2018.2/4",132
"기타","아동·유아용품","면세점 이외","2018.3/4",727
"기타","아동·유아용품","면세점 이외","2018.4/4",520
"기타","아동·유아용품","면세점 이외","2019.1/4",229
"기타","아동·유아용품","면세점 이외","2019.2/4",182
"기타","아동·유아용품","면세점 이외","2019.3/4",91
"기타","아동·유아용품","면세점 이외","2019.4/4",187
"기타","아동·유아용품","면세점 이외","2020.1/4",145
"기타","아동·유아용품","면세점 이외","2020.2/4",285
"기타","아동·유아용품","면세점 이외","2020.3/4",627
"기타","아동·유아용품","면세점 이외","2020.4/4",589
"기타","아동·유아용품","면세점 이외","2021.1/4",996
"기타","아동·유아용품","면세점 이외","2021.2/4",659
"기타","아동·유아용품","면세점 이외","2021.3/4",918
"기타","아동·유아용품","면세점 이외","2021.4/4",750
"기타","아동·유아용품","면세점 이외","2022.1/4",1203
"기타","아동·유아용품","면세점 이외","2022.2/4 p)",1033
"기타","음·식료품","면세점 이외","2017.1/4",27
"기타","음·식료품","면세점 이외","2017.2/4",23
"기타","음·식료품","면세점 이외","2017.3/4",209
"기타","음·식료품","면세점 이외","2017.4/4",32
"기타","음·식료품","면세점 이외","2018.1/4",54
"기타","음·식료품","면세점 이외","2018.2/4",42
"기타","음·식료품","면세점 이외","2018.3/4",52
"기타","음·식료품","면세점 이외","2018.4/4",84
"기타","음·식료품","면세점 이외","2019.1/4",251
"기타","음·식료품","면세점 이외","2019.2/4",249
"기타","음·식료품","면세점 이외","2019.3/4",125
"기타","음·식료품","면세점 이외","2019.4/4",177
"기타","음·식료품","면세점 이외","2020.1/4",1370
"기타","음·식료품","면세점 이외","2020.2/4",117
"기타","음·식료품","면세점 이외","2020.3/4",34
"기타","음·식료품","면세점 이외","2020.4/4",75
"기타","음·식료품","면세점 이외","2021.1/4",70
"기타","음·식료품","면세점 이외","2021.2/4",82
"기타","음·식료품","면세점 이외","2021.3/4",68
"기타","음·식료품","면세점 이외","2021.4/4",29
"기타","음·식료품","면세점 이외","2022.1/4",158
"기타","음·식료품","면세점 이외","2022.2/4 p)",2
"기타","농축수산물","면세점 이외","2017.1/4",1
"기타","농축수산물","면세점 이외","2017.2/4",0
"기타","농축수산물","면세점 이외","2017.3/4",0
"기타","농축수산물","면세점 이외","2017.4/4",1
"기타","농축수산물","면세점 이외","2018.1/4",3
"기타","농축수산물","면세점 이외","2018.2/4",0
"기타","농축수산물","면세점 이외","2018.3/4",0
"기타","농축수산물","면세점 이외","2018.4/4",0
"기타","농축수산물","면세점 이외","2019.1/4",0
"기타","농축수산물","면세점 이외","2019.2/4",0
"기타","농축수산물","면세점 이외","2019.3/4",0
"기타","농축수산물","면세점 이외","2019.4/4",2
"기타","농축수산물","면세점 이외","2020.1/4",2
"기타","농축수산물","면세점 이외","2020.2/4",3
"기타","농축수산물","면세점 이외","2020.3/4",1
"기타","농축수산물","면세점 이외","2020.4/4",3
"기타","농축수산물","면세점 이외","2021.1/4",1
"기타","농축수산물","면세점 이외","2021.2/4",0
"기타","농축수산물","면세점 이외","2021.3/4",0
"기타","농축수산물","면세점 이외","2021.4/4",0
"기타","농축수산물","면세점 이외","2022.1/4",10
"기타","농축수산물","면세점 이외","2022.2/4 p)",0
"기타","생활용품 및 자동차용품","면세점 이외","2017.1/4",656
"기타","생활용품 및 자동차용품","면세점 이외","2017.2/4",596
"기타","생활용품 및 자동차용품","면세점 이외","2017.3/4",567
"기타","생활용품 및 자동차용품","면세점 이외","2017.4/4",634
"기타","생활용품 및 자동차용품","면세점 이외","2018.1/4",665
"기타","생활용품 및 자동차용품","면세점 이외","2018.2/4",469
"기타","생활용품 및 자동차용품","면세점 이외","2018.3/4",504
"기타","생활용품 및 자동차용품","면세점 이외","2018.4/4",589
"기타","생활용품 및 자동차용품","면세점 이외","2019.1/4",465
"기타","생활용품 및 자동차용품","면세점 이외","2019.2/4",488
"기타","생활용품 및 자동차용품","면세점 이외","2019.3/4",308
"기타","생활용품 및 자동차용품","면세점 이외","2019.4/4",531
"기타","생활용품 및 자동차용품","면세점 이외","2020.1/4",384
"기타","생활용품 및 자동차용품","면세점 이외","2020.2/4",334
"기타","생활용품 및 자동차용품","면세점 이외","2020.3/4",354
"기타","생활용품 및 자동차용품","면세점 이외","2020.4/4",392
"기타","생활용품 및 자동차용품","면세점 이외","2021.1/4",343
"기타","생활용품 및 자동차용품","면세점 이외","2021.2/4",300
"기타","생활용품 및 자동차용품","면세점 이외","2021.3/4",381
"기타","생활용품 및 자동차용품","면세점 이외","2021.4/4",1081
"기타","생활용품 및 자동차용품","면세점 이외","2022.1/4",268
"기타","생활용품 및 자동차용품","면세점 이외","2022.2/4 p)",168
"기타","기 타","면세점 이외","2017.1/4",881
